"idno","cntry","essround","gndr","agea","domicil","hinctnta","eduyrs","wkhtot","tvtot","hhmmb","ipcrtiv","ipadvnt","ipgdtim","ipsuces","imprich","impsafe","imptrad","ipfrule","iphlppl","ipeqopt","trstplc","trstplt","trstlgl","polintr","bctprd","sgnptit","stflife","happy","health","sclmeet","sclact","rlgblg","rlgdgr","pray","rlgatnd"
11067294,"DE",6,2,69,3,5,19,50,7,1,3,5,1,3,6,1,2,4,1,1,9,6,7,2,1,1,9,9,3,5,2,2,6,7,7
11067324,"DE",6,1,65,3,3,13,40,5,2,2,5,1,2,5,1,2,2,1,1,6,2,6,2,2,2,7,8,3,6,2,1,7,1,3
11067364,"DE",6,2,48,1,77,16,45,2,2,3,5,2,3,4,1,3,5,2,2,8,5,9,2,1,1,8,8,3,6,3,2,2,7,6
11067374,"DE",6,1,70,1,7,13,43,6,2,2,5,2,2,5,2,5,1,2,1,8,4,7,2,2,1,9,10,2,3,3,2,0,7,7
11067444,"DE",6,2,23,1,1,16,13,1,2,1,3,3,1,6,2,1,3,1,1,9,7,9,2,1,1,10,10,3,6,2,1,10,1,2
11067484,"DE",6,1,70,3,3,21,80,3,3,1,2,3,2,5,5,2,6,1,1,10,5,10,1,1,2,5,10,1,4,3,2,0,7,7
11067514,"DE",6,2,35,4,8,14,42,2,8,3,5,3,5,6,2,3,2,2,5,7,5,7,2,2,2,9,9,2,6,2,1,10,1,2
11067554,"DE",6,2,53,4,5,13,40,6,2,3,5,3,3,5,3,2,3,2,2,7,2,5,1,1,8,8,10,3,3,2,1,8,7,4
11067564,"DE",6,1,66,1,6,19,30,6,2,3,4,3,2,5,3,4,4,1,2,9,6,9,1,2,1,8,7,3,5,3,2,0,7,7
11067584,"DE",6,1,83,4,9,11,57,4,2,5,6,2,4,5,3,3,2,2,2,5,3,3,2,1,2,10,8,3,5,3,1,5,6,6
11067604,"DE",6,2,77,2,1,16,20,4,1,2,5,2,4,5,2,1,2,3,5,9,5,9,1,2,2,8,6,2,4,4,2,7,6,7
11067624,"DE",6,2,55,3,77,12,30,2,2,3,6,3,3,6,3,4,5,2,2,5,1,4,3,1,2,8,8,2,6,3,2,0,7,7
11067664,"DE",6,2,75,3,4,15,40,7,1,3,6,5,5,5,1,2,2,1,2,10,0,10,1,2,2,9,8,3,6,3,2,0,7,7
11067754,"DE",6,2,64,1,4,12,38,5,1,2,3,1,2,5,1,3,4,1,1,7,5,6,2,2,2,6,6,2,3,4,2,0,7,7
11067854,"DE",6,1,27,1,3,10,56,4,6,2,4,2,3,4,2,3,2,2,1,7,3,7,2,2,2,5,5,2,7,3,1,6,6,7
11067864,"DE",6,2,48,3,2,13,33,6,2,2,4,2,2,5,2,5,2,2,2,8,5,7,3,2,1,6,7,2,5,4,2,1,7,7
11067884,"DE",6,2,77,2,5,10,20,1,1,2,6,1,3,3,1,3,2,1,1,8,4,7,2,2,1,10,10,3,7,3,1,5,3,3
11067904,"DE",6,1,75,3,4,13,666,3,2,3,3,3,3,3,3,3,3,3,3,1,3,3,2,2,2,3,5,3,2,2,1,3,7,7
11067934,"DE",6,1,72,3,1,18,666,3,1,1,4,1,2,2,1,4,2,3,2,3,0,3,2,2,2,5,5,3,7,5,2,0,7,7
11067974,"DE",6,2,52,4,4,13,43,3,1,2,6,3,4,6,3,2,5,4,5,8,2,7,1,1,1,9,9,3,6,3,2,3,7,5
11068034,"DE",6,2,54,3,77,10,20,2,3,3,2,2,2,3,2,2,1,2,2,8,6,8,3,2,2,9,8,2,4,2,1,5,6,5
11068044,"DE",6,1,50,1,10,19,45,1,4,1,4,3,3,3,4,2,4,2,2,6,5,5,1,1,2,8,9,2,5,3,1,8,1,4
11068064,"DE",6,2,16,3,9,10,666,5,5,3,4,2,3,5,2,4,2,2,2,10,5,8,3,2,1,9,9,3,7,3,2,2,7,6
11068071,"DE",6,2,19,3,88,13,666,7,3,1,6,2,2,5,1,1,2,1,1,3,1,2,4,2,2,5,8,5,7,3,2,0,7,7
11068081,"DE",6,2,43,2,9,13,44,3,4,3,1,1,4,5,2,3,3,1,1,7,6,6,3,2,2,9,8,1,6,1,2,0,7,7
11068101,"DE",6,1,64,2,1,15,888,4,1,2,5,1,2,3,2,2,2,2,1,9,1,7,2,2,2,7,7,3,4,4,1,6,7,5
11068111,"DE",6,2,68,4,1,17,40,0,2,1,5,4,4,4,1,6,5,4,1,7,3,5,1,1,1,5,5,2,6,3,2,0,7,5
11068121,"DE",6,1,25,1,1,17,46,6,3,2,5,3,1,4,3,1,1,3,1,8,5,8,1,2,2,5,6,2,3,2,1,9,2,7
11068141,"DE",6,1,31,2,4,14,43,3,3,2,4,4,5,5,3,6,6,2,1,7,3,5,1,1,1,4,7,3,4,3,2,0,7,7
11068171,"DE",6,2,31,3,5,15,40,2,3,2,5,3,5,5,2,4,3,2,3,6,8,8,2,2,2,8,8,3,6,3,2,0,7,6
11068181,"DE",6,1,49,4,77,13,50,4,1,2,5,3,2,3,2,1,2,2,4,6,1,5,2,1,1,7,8,2,7,3,1,6,6,5
11068221,"DE",6,1,41,4,7,12,43,5,4,3,5,2,2,2,1,2,6,2,2,8,3,6,3,2,1,5,8,3,5,4,1,3,7,5
11068241,"DE",6,2,85,4,2,10,40,5,1,4,5,4,3,4,1,1,1,2,1,7,7,2,1,2,2,8,9,3,7,8,1,8,1,5
11068281,"DE",6,1,41,4,9,13,34,3,4,1,3,3,3,6,5,6,5,5,5,7,3,5,2,1,2,8,7,1,2,1,2,0,7,6
11068291,"DE",6,1,63,3,6,15,50,4,2,3,5,3,4,5,5,2,5,3,2,7,4,6,2,2,2,8,8,2,4,3,2,5,7,7
11068311,"DE",6,2,60,1,5,16,50,7,2,2,5,2,5,5,3,3,5,2,2,7,3,7,2,2,2,9,9,3,4,3,2,0,7,7
11068401,"DE",6,2,58,4,8,13,28,4,2,3,4,2,2,3,2,4,5,3,1,7,5,7,1,1,2,8,8,2,4,3,1,3,6,6
11068411,"DE",6,1,73,1,77,17,666,2,2,1,6,1,1,5,2,1,2,4,2,8,1,10,1,2,2,8,9,1,2,1,2,10,1,3
11068431,"DE",6,2,45,3,4,14,20,2,3,2,5,2,3,5,3,5,3,1,2,8,6,8,2,1,2,8,8,1,4,3,2,1,1,6
11068481,"DE",6,1,26,3,4,10,45,6,4,3,2,3,5,5,5,3,5,2,2,5,0,7,2,2,1,5,6,2,7,2,2,5,6,7
11068561,"DE",6,1,54,4,9,16,45,2,2,2,3,2,2,3,3,4,2,1,1,8,6,8,1,1,1,7,7,2,4,3,2,0,7,7
11068601,"DE",6,1,42,4,10,20,47,0,4,2,5,1,2,3,1,2,3,3,3,9,4,9,2,1,2,7,7,1,3,1,2,0,7,4
11068721,"DE",6,1,49,3,9,16,40,2,4,3,2,3,2,4,3,4,3,2,2,8,7,6,2,1,2,6,7,2,6,3,1,7,1,5
11068731,"DE",6,2,44,3,7,14,25,2,4,1,3,1,1,3,2,2,1,1,2,8,4,8,2,1,2,8,10,1,7,2,1,8,3,6
11068781,"DE",6,2,27,4,7,17,28,5,2,3,4,2,2,4,1,1,2,2,2,8,5,7,2,2,2,7,8,1,6,3,1,6,3,4
11068791,"DE",6,2,63,4,8,11,30,5,2,1,5,2,3,5,2,2,4,1,1,7,3,6,2,2,2,9,8,2,6,4,1,3,6,6
11068821,"DE",6,2,56,3,6,12,30,4,2,1,4,2,2,6,1,1,4,1,2,1,1,5,2,1,1,10,10,1,5,4,1,9,1,4
11068851,"DE",6,1,45,4,5,13,41,1,4,2,6,4,5,6,2,2,3,2,2,3,1,2,2,1,1,9,9,1,6,3,1,6,6,5
11068861,"DE",6,2,67,3,2,14,30,6,1,2,4,2,2,6,2,1,2,1,2,2,4,7,2,1,1,10,9,2,7,3,2,7,1,7
11068871,"DE",6,2,58,4,1,11,40,7,2,2,2,2,2,5,2,3,3,2,2,3,8,3,3,2,2,6,7,3,2,3,2,7,7,7
11068941,"DE",6,2,52,4,77,14,20,1,3,2,2,1,3,5,3,2,5,1,1,9,3,8,2,2,2,10,10,1,4,3,1,1,6,7
11068951,"DE",6,2,42,4,77,15,20,4,4,1,4,2,2,4,2,3,3,2,2,6,3,5,3,2,2,8,8,3,3,3,2,2,7,5
11068971,"DE",6,1,48,4,1,10,6,4,1,2,2,2,3,5,3,2,4,2,1,3,3,4,2,2,2,6,8,2,7,2,1,8,1,7
11068981,"DE",6,2,36,3,6,16,22,4,4,3,5,2,4,2,2,3,3,2,2,4,2,3,3,2,2,7,8,2,6,2,1,3,4,5
11069001,"DE",6,1,46,4,2,12,40,4,1,4,4,1,3,3,2,1,1,2,4,7,1,5,2,2,2,5,5,2,4,4,1,5,6,7
11069031,"DE",6,1,35,1,1,7,666,7,11,2,8,1,2,2,1,1,5,2,1,4,2,1,1,2,2,2,0,2,7,3,1,10,1,7
11069041,"DE",6,2,38,3,10,18,26,0,5,3,5,2,2,4,2,5,5,2,3,9,3,8,2,2,8,8,8,2,6,3,1,3,7,6
11069061,"DE",6,2,75,3,6,16,40,7,2,2,6,3,4,6,1,2,2,1,1,4,3,4,1,2,2,7,6,2,3,3,1,6,6,6
11069081,"DE",6,2,73,1,5,10,666,7,2,2,5,1,2,5,1,1,2,1,1,0,0,0,2,1,2,5,7,2,4,3,2,0,7,7
11069111,"DE",6,2,47,3,6,12,40,7,1,2,5,2,2,6,1,5,2,2,1,9,7,7,2,2,2,7,5,2,6,2,2,0,7,7
11069121,"DE",6,2,73,4,5,10,40,7,2,4,6,3,2,5,1,4,1,3,1,6,6,6,4,2,2,9,9,3,5,3,2,5,6,7
11069221,"DE",6,2,56,3,4,11,40,7,2,2,1,2,1,5,1,1,5,1,1,8,3,5,2,2,1,5,5,4,5,2,2,5,6,6
11069231,"DE",6,1,56,3,10,21,40,1,3,2,5,1,5,6,3,4,6,3,3,7,3,6,3,2,2,9,9,2,5,2,1,8,6,7
11069261,"DE",6,1,29,4,6,14,35,6,1,3,3,1,4,3,3,6,4,1,2,5,3,5,4,2,2,9,9,2,6,3,2,0,7,7
11069291,"DE",6,1,21,1,1,14,5,1,1,2,4,2,2,4,1,4,3,1,1,6,6,6,2,2,1,8,8,1,6,3,2,5,7,6
11069321,"DE",6,1,74,3,5,10,50,5,2,1,5,3,3,5,2,2,3,2,2,8,5,6,2,2,2,8,8,2,4,2,1,7,5,7
11069331,"DE",6,2,47,3,3,13,48,4,1,1,6,1,1,6,1,1,3,1,1,7,2,5,1,2,2,9,9,2,5,4,2,0,6,7
11069401,"DE",6,1,50,3,5,12,35,3,2,3,3,3,3,5,2,2,5,3,1,10,3,9,3,2,2,8,9,2,4,3,1,2,7,6
11069411,"DE",6,2,15,3,7,9,666,3,3,2,2,2,2,4,2,2,2,2,3,6,5,7,2,2,2,9,8,3,3,4,2,0,7,6
11069461,"DE",6,1,68,2,2,5,42,7,4,4,5,5,5,6,3,2,5,3,5,10,10,1,1,2,2,3,5,4,4,2,1,5,3,3
11069481,"DE",6,2,63,3,3,16,41,4,2,3,6,5,3,5,3,2,2,2,3,7,4,10,2,2,2,5,6,2,4,3,1,5,6,5
11069491,"DE",6,1,44,4,6,12,20,5,3,2,3,2,2,5,2,2,2,2,2,10,5,8,3,2,2,8,7,3,3,2,1,9,7,5
11069511,"DE",6,2,85,3,2,10,40,7,1,3,5,2,5,5,2,2,2,2,2,7,4,88,2,2,2,8,6,3,6,3,2,5,7,7
11069531,"DE",6,1,66,2,77,17,28,7,2,3,5,2,2,4,1,1,4,2,2,2,3,2,1,2,1,7,7,4,4,2,2,5,5,5
11069561,"DE",6,1,53,3,1,13,30,5,1,2,1,2,2,5,1,1,5,2,2,3,4,4,2,2,2,3,3,4,4,2,2,8,1,7
11069571,"DE",6,2,48,3,1,17,48,7,1,3,6,3,3,5,1,3,1,2,2,7,5,2,1,2,1,5,5,4,6,3,2,0,7,7
11069631,"DE",6,2,47,2,9,13,60,4,5,5,5,3,2,5,1,3,3,2,1,9,6,8,2,2,1,9,9,2,4,1,2,0,7,7
11069641,"DE",6,2,50,3,4,16,45,5,3,2,5,2,2,5,1,4,3,2,1,10,3,5,3,2,2,8,7,2,3,3,2,3,7,7
11069651,"DE",6,2,999,3,77,13,666,1,3,1,5,3,5,5,3,2,6,1,2,8,0,5,2,1,2,10,10,1,7,3,1,10,1,3
11069661,"DE",6,2,56,3,1,15,40,5,5,2,6,4,1,6,1,1,1,1,1,8,4,8,2,1,1,9,1,2,1,1,2,0,7,7
11069691,"DE",6,1,24,4,88,14,48,3,3,2,3,1,2,4,2,3,5,1,2,7,4,6,3,1,2,9,9,2,6,4,1,6,7,6
11069711,"DE",6,1,42,2,10,17,60,4,3,3,6,2,2,4,3,3,2,2,1,9,3,7,2,1,2,8,8,3,4,4,1,6,2,6
11069761,"DE",6,1,15,4,6,9,666,5,4,3,2,1,2,3,4,5,3,4,2,10,8,7,3,2,1,3,9,2,7,3,2,0,7,5
11069781,"DE",6,1,55,4,8,13,60,2,3,1,5,1,1,5,1,2,1,1,1,7,2,2,2,1,1,8,7,2,4,4,1,5,4,5
11069801,"DE",6,1,50,3,4,13,41,5,1,3,5,2,4,4,2,4,5,3,2,8,6,7,2,1,1,7,7,3,4,3,1,4,6,6
11069821,"DE",6,1,75,4,3,11,60,6,1,2,5,1,1,3,1,1,1,1,1,8,5,8,2,2,2,7,7,1,6,3,1,7,1,4
11069831,"DE",6,2,69,4,3,10,40,4,2,6,5,5,6,6,2,5,5,2,2,0,0,0,3,2,2,7,7,3,2,1,1,6,6,7
11069871,"DE",6,2,55,2,2,17,40,5,2,2,3,2,4,5,4,2,2,2,2,9,3,7,2,1,1,7,9,4,5,2,1,3,7,7
11069891,"DE",6,2,47,3,5,13,30,3,5,3,5,5,6,6,2,2,2,2,2,7,2,7,3,2,2,4,4,3,6,3,1,7,6,5
11070001,"DE",6,1,55,2,6,15,40,3,5,3,5,4,3,2,2,3,5,3,3,8,4,8,2,1,1,7,3,2,4,2,2,2,7,7
11070021,"DE",6,1,42,3,8,12,40,6,4,1,4,1,1,2,1,2,5,1,1,4,5,5,1,2,2,10,9,2,4,2,1,9,2,3
11070111,"DE",6,2,55,2,8,11,45,7,3,4,6,2,4,4,2,2,3,2,2,9,8,9,2,2,1,9,9,4,6,3,1,6,6,5
11070141,"DE",6,1,66,1,1,8,50,2,1,3,5,2,2,1,3,3,3,2,5,8,6,6,3,2,2,8,7,3,1,1,1,3,7,7
11070181,"DE",6,2,76,3,2,13,39,2,1,1,2,3,3,1,1,2,1,3,1,7,4,6,3,2,2,8,6,4,6,5,1,10,1,3
11070251,"DE",6,1,65,3,1,11,44,7,1,3,4,4,4,3,4,5,4,4,3,6,3,1,3,2,2,0,5,2,2,1,2,0,7,7
11070271,"DE",6,2,29,3,3,16,53,0,1,2,6,1,2,5,1,5,3,1,1,2,5,3,4,1,2,5,9,3,2,1,2,0,7,7
11070291,"DE",6,1,23,3,1,13,666,0,1,3,4,1,2,3,1,4,4,1,1,6,2,6,1,1,2,8,9,3,6,3,2,0,7,7
11070321,"DE",6,2,42,3,6,12,38,7,2,2,3,1,3,6,3,2,3,1,1,7,5,5,3,2,2,9,7,2,5,3,1,7,2,6
11070351,"DE",6,2,17,4,88,11,666,4,4,2,3,2,4,3,2,4,8,1,2,8,2,4,4,2,2,8,8,2,3,3,1,4,6,4
11070361,"DE",6,2,56,3,5,10,30,4,3,2,6,2,4,5,2,1,5,1,4,6,2,5,2,1,1,7,9,4,4,3,1,6,2,4
11070381,"DE",6,1,53,3,4,12,55,4,4,1,1,1,1,1,5,1,2,1,1,10,0,5,1,2,1,8,10,1,7,4,2,0,7,7
11070411,"DE",6,2,33,3,4,15,60,3,1,1,3,2,3,6,6,4,6,1,1,8,4,5,2,1,1,9,8,2,6,4,1,7,1,4
11070421,"DE",6,1,49,4,6,14,58,6,4,2,6,3,1,4,6,2,2,2,1,10,2,6,2,2,2,8,10,1,2,3,2,0,7,7
11070451,"DE",6,1,22,1,1,13,666,4,2,3,4,2,3,4,2,3,4,3,1,9,4,8,2,2,2,8,7,1,5,3,2,3,6,6
11070461,"DE",6,1,25,3,4,16,10,1,2,2,1,1,2,1,2,3,4,2,1,8,5,8,1,2,2,3,4,2,7,2,2,2,7,7
11070471,"DE",6,2,56,4,5,13,50,5,2,3,5,2,3,5,2,2,4,2,1,8,3,8,3,2,2,9,9,3,6,3,1,5,6,6
11070491,"DE",6,2,74,1,77,10,40,6,2,2,4,2,2,5,2,2,2,1,1,9,8,7,2,1,1,8,8,3,4,5,2,3,7,7
11070511,"DE",6,2,19,3,2,9,666,2,2,2,4,3,4,6,3,5,6,3,1,7,5,88,4,2,2,7,7,2,7,3,1,2,7,7
11070521,"DE",6,1,38,1,3,11,60,4,7,2,2,2,2,5,2,4,1,2,2,9,5,5,1,2,2,6,3,2,6,2,2,0,7,7
11070561,"DE",6,2,72,4,6,11,60,4,2,2,5,2,5,6,4,2,5,2,1,9,5,8,2,2,2,10,8,2,4,3,1,8,1,3
11070571,"DE",6,1,61,3,5,14,42,6,2,2,5,2,3,3,2,4,2,2,5,6,2,3,3,2,2,3,5,3,3,2,2,0,7,7
11070591,"DE",6,2,60,4,8,11,40,3,2,2,6,3,3,6,1,2,7,1,1,5,3,3,1,1,2,10,10,3,6,3,1,5,2,6
11070611,"DE",6,2,34,3,4,13,30,4,4,2,6,5,4,6,2,3,3,2,2,8,5,7,3,2,2,8,9,2,5,2,1,5,7,5
11070711,"DE",6,1,30,3,5,9,45,2,1,1,2,1,2,2,2,2,5,1,1,10,5,8,3,2,2,7,5,2,6,3,2,5,7,7
11070721,"DE",6,2,78,4,77,12,42,2,1,3,6,2,6,6,1,2,3,1,2,7,5,5,2,1,2,10,10,2,7,2,1,7,1,4
11070751,"DE",6,2,64,1,10,13,20,4,2,3,4,1,3,5,1,2,3,2,2,7,7,7,2,2,2,10,10,2,6,3,1,5,7,5
11070761,"DE",6,1,54,3,5,13,60,7,3,2,4,1,3,5,2,2,3,1,3,9,4,8,2,2,2,8,6,1,4,2,2,1,7,6
11070771,"DE",6,1,50,4,9,12,45,3,3,2,5,2,2,4,2,2,3,2,3,8,5,8,2,2,2,9,8,2,6,4,1,8,2,4
11070781,"DE",6,1,46,1,9,12,50,3,2,2,4,1,3,3,2,2,2,2,2,8,5,4,1,1,2,9,7,3,4,2,2,2,7,7
11070801,"DE",6,1,69,1,1,17,99,7,1,1,6,6,3,6,1,2,2,6,5,5,4,5,1,2,2,8,7,1,7,1,2,0,7,7
11070841,"DE",6,2,51,1,3,27,24,1,4,1,4,4,3,5,4,4,6,1,1,7,5,7,2,1,1,5,6,3,4,3,1,7,6,4
11070871,"DE",6,2,68,4,5,11,40,7,2,3,2,2,5,4,1,2,1,1,1,5,0,0,2,1,2,0,7,5,2,1,1,7,1,7
11070911,"DE",6,2,30,3,10,16,42,4,2,3,5,4,2,4,2,2,4,2,2,8,5,8,2,2,2,8,8,2,6,3,1,8,2,4
11070931,"DE",6,1,60,3,5,13,40,6,2,2,3,2,2,4,2,4,3,2,1,8,2,4,2,2,2,7,3,3,6,3,2,2,5,5
11070981,"DE",6,2,43,3,4,12,13,6,5,3,6,3,3,2,3,3,2,2,2,10,5,2,3,2,2,8,10,1,6,3,1,8,2,4
11071051,"DE",6,2,38,3,6,9,20,6,4,5,5,2,5,2,1,4,5,1,2,8,5,5,3,2,2,9,9,2,6,3,1,9,1,4
11071061,"DE",6,2,20,4,7,13,40,6,5,3,3,1,3,6,3,2,6,2,2,6,5,6,3,2,2,9,9,2,6,3,1,5,4,6
11071071,"DE",6,1,58,2,3,16,40,2,3,2,5,3,3,6,3,1,5,2,1,3,2,2,2,1,2,5,7,3,2,3,1,1,7,7
11071081,"DE",6,1,28,4,77,18,40,3,4,2,4,2,2,5,1,1,3,2,1,8,6,8,3,2,2,7,7,1,5,2,1,4,4,5
11071091,"DE",6,1,50,3,2,10,99,7,4,5,4,2,2,3,1,5,5,2,1,0,2,0,1,2,2,3,3,4,2,2,2,0,7,7
11071161,"DE",6,1,60,4,77,10,39,4,2,2,5,2,6,4,5,2,6,1,2,8,5,8,2,1,2,9,8,2,3,3,2,0,7,7
11071171,"DE",6,1,77,2,5,14,44,6,2,2,5,3,5,5,2,2,2,1,2,7,6,8,2,2,1,7,8,2,3,2,1,0,7,7
11071181,"DE",6,1,17,4,7,11,666,2,5,1,2,3,2,5,2,5,2,2,2,9,3,3,3,2,2,5,10,1,6,4,1,7,7,5
11071241,"DE",6,1,71,3,8,11,35,7,2,1,3,1,2,4,3,4,5,2,1,6,7,7,1,2,2,9,10,3,4,2,1,2,7,7
11071251,"DE",6,1,50,5,4,12,40,3,3,1,6,1,1,6,1,1,3,2,2,3,2,3,2,2,2,7,8,4,4,2,1,8,1,5
11071301,"DE",6,2,63,3,1,12,10,6,1,2,6,3,1,5,2,6,6,1,2,8,5,8,1,1,1,9,10,2,6,3,1,2,4,7
11071411,"DE",6,2,81,4,1,8,666,7,1,3,6,3,4,5,3,3,3,4,2,7,3,5,2,2,2,7,4,2,6,3,1,7,1,4
11071481,"DE",6,2,46,3,2,13,40,7,1,1,3,2,3,5,2,1,3,4,2,10,3,8,1,2,2,7,8,2,2,2,2,3,6,7
11071491,"DE",6,1,33,2,2,14,50,7,4,3,5,1,6,5,2,2,6,2,1,8,7,10,3,2,1,9,10,3,6,3,1,7,3,3
11071501,"DE",6,1,74,3,5,12,40,7,2,2,3,2,2,6,2,2,2,2,2,7,6,4,1,2,2,10,10,1,5,3,1,5,6,6
11071521,"DE",6,1,16,2,8,10,8,2,2,2,2,2,2,2,5,5,5,2,2,6,3,7,2,1,2,7,8,2,6,4,2,3,6,6
11071531,"DE",6,2,64,3,6,14,40,6,2,2,6,2,5,6,1,1,1,1,2,8,3,6,2,1,1,7,8,3,4,2,2,0,7,7
11071541,"DE",6,1,54,3,2,16,60,1,3,3,5,2,1,5,8,1,8,1,6,9,7,8,2,2,2,7,8,3,4,3,1,7,7,6
11071581,"DE",6,2,40,4,10,13,888,7,5,2,5,3,4,4,2,4,2,2,1,6,1,5,3,2,2,8,7,3,7,3,2,2,6,7
11071591,"DE",6,1,63,1,77,16,38,7,2,2,6,4,5,5,2,3,3,3,2,8,3,5,1,8,1,5,5,2,3,4,2,0,7,7
11071611,"DE",6,1,26,3,6,12,69,4,3,2,4,1,3,2,2,4,4,2,2,3,2,7,2,1,2,8,8,2,4,2,2,1,7,7
11071621,"DE",6,1,39,3,5,12,38,5,5,2,3,3,2,1,1,2,3,2,1,7,4,4,3,2,2,7,4,2,6,3,1,5,1,5
11071671,"DE",6,2,65,2,5,13,50,2,1,1,6,2,2,3,1,2,3,1,1,5,2,3,2,1,1,7,5,3,5,4,1,5,1,6
11071681,"DE",6,1,61,3,2,11,40,7,1,2,2,1,1,6,1,1,1,1,5,0,0,0,1,2,2,5,5,5,6,2,2,0,7,7
11071711,"DE",6,1,44,3,9,14,60,3,4,2,2,3,2,4,3,2,3,1,2,5,4,4,3,2,1,7,8,3,5,2,2,1,7,7
11071741,"DE",6,2,65,4,4,16,40,2,2,3,5,3,3,3,3,2,3,2,3,8,5,7,2,1,1,7,7,3,6,3,1,8,2,3
11071811,"DE",6,2,49,2,77,19,31,1,2,5,4,3,5,5,1,4,4,3,1,4,2,6,2,1,2,5,4,2,6,3,2,0,7,7
11071821,"DE",6,1,64,3,5,13,45,5,3,3,5,3,4,5,1,2,1,1,2,6,1,2,2,1,1,6,5,4,3,2,1,6,3,4
11071841,"DE",6,1,23,2,1,14,16,0,1,1,2,4,4,4,6,2,6,2,1,0,0,0,4,1,2,6,10,2,6,2,1,10,2,7
11071891,"DE",6,2,74,4,77,14,60,6,2,1,4,2,2,5,1,1,1,1,1,9,5,4,1,2,1,10,10,2,6,3,1,8,1,4
11071941,"DE",6,2,31,4,7,13,43,6,3,3,5,3,3,5,2,3,3,2,3,7,6,7,2,2,1,9,8,1,5,3,2,0,7,7
11071961,"DE",6,1,73,1,2,17,50,7,2,3,2,2,4,5,2,6,5,2,1,5,5,7,1,2,1,4,5,3,5,2,2,0,7,7
11072021,"DE",6,1,72,1,2,12,60,6,2,3,2,2,3,4,3,5,2,3,2,8,4,8,1,2,2,9,5,2,4,2,2,0,7,7
11072071,"DE",6,2,49,3,5,15,43,1,2,4,5,5,4,5,3,3,5,1,2,4,3,4,3,2,2,4,4,2,5,2,1,5,1,5
11072081,"DE",6,2,81,1,2,10,40,6,1,2,6,3,3,6,3,2,6,5,2,4,2,3,2,2,8,8,8,4,4,3,1,5,7,5
11072111,"DE",6,2,35,2,8,13,19,1,4,2,3,2,2,3,3,4,3,2,2,9,9,9,3,2,2,8,8,2,6,3,1,5,6,5
11072252,"DE",6,1,44,3,10,18,50,2,4,3,6,2,3,3,2,1,4,2,3,8,5,7,2,2,2,9,8,2,6,4,1,6,4,4
11072272,"DE",6,2,86,3,1,11,666,5,1,8,3,3,3,3,3,3,3,3,2,8,3,8,4,2,2,7,6,3,1,1,1,8,1,6
11072322,"DE",6,2,29,4,3,17,30,2,3,2,4,2,2,5,4,2,3,2,3,10,3,10,4,2,2,9,8,2,5,3,2,0,7,7
11072332,"DE",6,1,73,2,9,10,50,6,2,1,5,2,2,5,1,4,5,1,2,8,6,8,2,2,2,10,10,2,5,3,1,6,3,3
11072382,"DE",6,2,52,3,10,13,40,4,2,5,6,4,4,5,3,5,2,3,2,7,3,6,3,2,1,9,8,2,4,2,2,0,7,7
11072432,"DE",6,2,51,3,3,16,40,5,2,5,5,2,2,5,2,2,3,2,2,3,2,0,1,2,2,9,9,2,4,2,2,1,7,7
11072462,"DE",6,1,50,3,8,20,60,4,3,2,5,2,3,5,4,2,5,1,1,7,4,7,2,1,1,9,9,3,3,4,1,6,6,4
11072502,"DE",6,1,38,2,9,21,35,1,4,3,3,3,5,5,5,3,5,3,2,7,7,8,2,1,1,8,8,2,4,3,2,0,7,7
11072512,"DE",6,2,78,3,4,11,36,4,2,6,6,1,5,6,2,5,2,2,2,4,3,5,2,2,2,10,8,3,4,3,1,8,6,5
11072542,"DE",6,1,62,4,2,12,40,7,2,4,3,1,2,3,2,2,4,3,2,7,4,4,3,2,2,8,8,3,6,3,2,3,7,6
11072552,"DE",6,1,34,4,77,13,50,2,2,2,3,3,2,2,2,4,4,3,2,7,5,7,1,2,2,10,9,2,4,3,2,0,7,7
11072562,"DE",6,1,39,4,10,15,60,4,4,1,3,1,1,2,3,5,3,2,1,10,2,7,2,1,2,9,9,2,4,2,1,5,2,6
11072572,"DE",6,1,17,3,10,12,44,4,4,4,2,2,3,3,5,1,5,4,1,4,2,4,3,1,2,7,7,1,6,3,2,5,7,7
11072582,"DE",6,2,46,2,9,16,42,2,3,4,4,4,1,4,1,2,2,2,2,10,4,10,3,2,1,7,8,3,4,2,1,2,7,7
11072622,"DE",6,1,31,2,8,19,30,4,3,2,5,2,3,4,2,5,3,2,1,8,5,7,1,1,1,9,8,1,6,3,2,0,7,7
11072712,"DE",6,2,43,4,10,24,888,0,6,1,3,3,3,6,4,6,6,4,2,4,1,4,2,1,1,4,4,4,4,1,2,6,7,7
11072722,"DE",6,1,73,4,7,20,45,5,2,3,6,3,5,5,1,5,5,3,2,8,6,6,2,2,2,9,9,2,4,2,1,2,7,6
11072772,"DE",6,2,53,3,10,13,38,4,3,2,4,4,2,4,3,3,5,1,2,7,5,7,2,2,2,7,7,2,2,2,1,3,6,6
11072782,"DE",6,2,54,3,7,16,40,3,2,2,3,3,2,5,2,2,2,1,2,8,7,6,2,2,2,7,8,2,2,3,2,3,7,7
11072802,"DE",6,1,27,3,7,17,40,7,1,2,3,1,2,5,2,3,5,2,1,5,2,3,2,1,1,7,7,2,5,3,2,0,7,7
